"cidr","hostmin","hostmax","vendor"
"52.93.127.178/32","52.93.127.178","52.93.127.178","AWS"
"52.93.127.179/32","52.93.127.179","52.93.127.179","AWS"
"52.93.127.180/32","52.93.127.180","52.93.127.180","AWS"
"52.93.127.181/32","52.93.127.181","52.93.127.181","AWS"
"52.93.127.182/32","52.93.127.182","52.93.127.182","AWS"
"52.93.127.183/32","52.93.127.183","52.93.127.183","AWS"
"52.93.127.184/32","52.93.127.184","52.93.127.184","AWS"
"52.93.127.185/32","52.93.127.185","52.93.127.185","AWS"
"52.93.127.194/32","52.93.127.194","52.93.127.194","AWS"
"52.93.127.195/32","52.93.127.195","52.93.127.195","AWS"
"52.93.127.196/32","52.93.127.196","52.93.127.196","AWS"
"52.93.127.197/32","52.93.127.197","52.93.127.197","AWS"
"52.93.127.198/32","52.93.127.198","52.93.127.198","AWS"
"52.93.127.199/32","52.93.127.199","52.93.127.199","AWS"
"52.93.127.200/32","52.93.127.200","52.93.127.200","AWS"
"52.93.127.201/32","52.93.127.201","52.93.127.201","AWS"
"52.93.127.202/32","52.93.127.202","52.93.127.202","AWS"
"52.93.127.203/32","52.93.127.203","52.93.127.203","AWS"
"52.93.127.204/32","52.93.127.204","52.93.127.204","AWS"
"52.93.127.205/32","52.93.127.205","52.93.127.205","AWS"
"52.93.127.206/32","52.93.127.206","52.93.127.206","AWS"
"52.93.127.207/32","52.93.127.207","52.93.127.207","AWS"
"52.93.127.216/32","52.93.127.216","52.93.127.216","AWS"
"52.93.127.217/32","52.93.127.217","52.93.127.217","AWS"
"52.93.127.218/32","52.93.127.218","52.93.127.218","AWS"
"52.93.127.219/32","52.93.127.219","52.93.127.219","AWS"
"52.93.127.220/32","52.93.127.220","52.93.127.220","AWS"
"52.93.127.221/32","52.93.127.221","52.93.127.221","AWS"
"52.93.127.232/32","52.93.127.232","52.93.127.232","AWS"
"52.93.127.237/32","52.93.127.237","52.93.127.237","AWS"
"52.93.127.238/32","52.93.127.238","52.93.127.238","AWS"
"52.93.127.239/32","52.93.127.239","52.93.127.239","AWS"
"52.93.127.244/32","52.93.127.244","52.93.127.244","AWS"
"52.93.127.245/32","52.93.127.245","52.93.127.245","AWS"
"52.93.127.246/32","52.93.127.246","52.93.127.246","AWS"
"52.93.127.247/32","52.93.127.247","52.93.127.247","AWS"
"52.93.127.248/32","52.93.127.248","52.93.127.248","AWS"
"52.93.127.249/32","52.93.127.249","52.93.127.249","AWS"
"52.93.127.250/32","52.93.127.250","52.93.127.250","AWS"
"52.93.127.251/32","52.93.127.251","52.93.127.251","AWS"
"52.93.127.252/32","52.93.127.252","52.93.127.252","AWS"
"52.93.127.253/32","52.93.127.253","52.93.127.253","AWS"
"52.93.127.254/32","52.93.127.254","52.93.127.254","AWS"
"52.93.127.255/32","52.93.127.255","52.93.127.255","AWS"
"52.93.129.95/32","52.93.129.95","52.93.129.95","AWS"
"52.93.131.217/32","52.93.131.217","52.93.131.217","AWS"
"52.93.133.127/32","52.93.133.127","52.93.133.127","AWS"
"52.93.133.129/32","52.93.133.129","52.93.133.129","AWS"
"52.93.133.131/32","52.93.133.131","52.93.133.131","AWS"
"52.93.133.133/32","52.93.133.133","52.93.133.133","AWS"
"52.93.133.153/32","52.93.133.153","52.93.133.153","AWS"
"52.93.133.155/32","52.93.133.155","52.93.133.155","AWS"
"52.93.133.175/32","52.93.133.175","52.93.133.175","AWS"
"52.93.133.177/32","52.93.133.177","52.93.133.177","AWS"
"52.93.133.179/32","52.93.133.179","52.93.133.179","AWS"
"52.93.133.181/32","52.93.133.181","52.93.133.181","AWS"
"52.93.134.181/32","52.93.134.181","52.93.134.181","AWS"
"52.93.135.195/32","52.93.135.195","52.93.135.195","AWS"
"52.93.136.0/24","52.93.136.0","52.93.136.255","AWS"
"52.93.137.0/24","52.93.137.0","52.93.137.255","AWS"
"52.93.138.0/24","52.93.138.0","52.93.138.255","AWS"
"52.93.139.0/24","52.93.139.0","52.93.139.255","AWS"
"52.93.140.0/24","52.93.140.0","52.93.140.255","AWS"
"52.93.141.128/25","52.93.141.128","52.93.141.255","AWS"
"52.93.146.0/24","52.93.146.0","52.93.146.255","AWS"
"52.93.147.0/24","52.93.147.0","52.93.147.255","AWS"
"52.93.148.0/26","52.93.148.0","52.93.148.63","AWS"
"52.93.148.64/26","52.93.148.64","52.93.148.127","AWS"
"52.93.148.128/26","52.93.148.128","52.93.148.191","AWS"
"52.93.149.0/24","52.93.149.0","52.93.149.255","AWS"
"52.93.150.0/24","52.93.150.0","52.93.150.255","AWS"
"52.93.151.0/24","52.93.151.0","52.93.151.255","AWS"
"52.93.152.160/32","52.93.152.160","52.93.152.160","AWS"
"52.93.152.161/32","52.93.152.161","52.93.152.161","AWS"
"52.93.152.162/32","52.93.152.162","52.93.152.162","AWS"
"52.93.152.163/32","52.93.152.163","52.93.152.163","AWS"
"52.93.152.164/32","52.93.152.164","52.93.152.164","AWS"
"52.93.152.165/32","52.93.152.165","52.93.152.165","AWS"
"52.93.152.166/32","52.93.152.166","52.93.152.166","AWS"
"52.93.152.167/32","52.93.152.167","52.93.152.167","AWS"
"52.93.152.192/32","52.93.152.192","52.93.152.192","AWS"
"52.93.152.193/32","52.93.152.193","52.93.152.193","AWS"
"52.93.152.194/32","52.93.152.194","52.93.152.194","AWS"
"52.93.152.195/32","52.93.152.195","52.93.152.195","AWS"
"52.93.152.196/32","52.93.152.196","52.93.152.196","AWS"
"52.93.152.197/32","52.93.152.197","52.93.152.197","AWS"
"52.93.152.198/32","52.93.152.198","52.93.152.198","AWS"
"52.93.152.199/32","52.93.152.199","52.93.152.199","AWS"
"52.93.153.64/32","52.93.153.64","52.93.153.64","AWS"
"52.93.153.65/32","52.93.153.65","52.93.153.65","AWS"
"52.93.153.66/32","52.93.153.66","52.93.153.66","AWS"
"52.93.153.67/32","52.93.153.67","52.93.153.67","AWS"
"52.93.153.68/32","52.93.153.68","52.93.153.68","AWS"
"52.93.153.69/32","52.93.153.69","52.93.153.69","AWS"
"52.93.153.70/32","52.93.153.70","52.93.153.70","AWS"
"52.93.153.71/32","52.93.153.71","52.93.153.71","AWS"
"52.93.153.80/32","52.93.153.80","52.93.153.80","AWS"
"52.93.153.96/32","52.93.153.96","52.93.153.96","AWS"
"52.93.153.97/32","52.93.153.97","52.93.153.97","AWS"
"52.93.153.98/32","52.93.153.98","52.93.153.98","AWS"
"52.93.153.99/32","52.93.153.99","52.93.153.99","AWS"
"52.93.153.100/32","52.93.153.100","52.93.153.100","AWS"
"52.93.153.101/32","52.93.153.101","52.93.153.101","AWS"
"52.93.153.102/32","52.93.153.102","52.93.153.102","AWS"
"52.93.153.103/32","52.93.153.103","52.93.153.103","AWS"
"52.93.153.128/32","52.93.153.128","52.93.153.128","AWS"
"52.93.153.129/32","52.93.153.129","52.93.153.129","AWS"
"52.93.153.130/32","52.93.153.130","52.93.153.130","AWS"
"52.93.153.131/32","52.93.153.131","52.93.153.131","AWS"
"52.93.153.132/32","52.93.153.132","52.93.153.132","AWS"
"52.93.153.133/32","52.93.153.133","52.93.153.133","AWS"
"52.93.153.134/32","52.93.153.134","52.93.153.134","AWS"
"52.93.153.135/32","52.93.153.135","52.93.153.135","AWS"
"52.93.153.148/32","52.93.153.148","52.93.153.148","AWS"
"52.93.153.149/32","52.93.153.149","52.93.153.149","AWS"
"52.93.153.168/32","52.93.153.168","52.93.153.168","AWS"
"52.93.153.169/32","52.93.153.169","52.93.153.169","AWS"
"52.93.153.170/32","52.93.153.170","52.93.153.170","AWS"
"52.93.153.171/32","52.93.153.171","52.93.153.171","AWS"
"52.93.153.172/32","52.93.153.172","52.93.153.172","AWS"
"52.93.153.173/32","52.93.153.173","52.93.153.173","AWS"
"52.93.153.174/32","52.93.153.174","52.93.153.174","AWS"
"52.93.153.175/32","52.93.153.175","52.93.153.175","AWS"
"52.93.153.176/32","52.93.153.176","52.93.153.176","AWS"
"52.93.153.177/32","52.93.153.177","52.93.153.177","AWS"
"52.93.153.178/32","52.93.153.178","52.93.153.178","AWS"
"52.93.153.179/32","52.93.153.179","52.93.153.179","AWS"
"52.93.156.0/22","52.93.156.0","52.93.159.255","AWS"
"52.93.178.128/32","52.93.178.128","52.93.178.128","AWS"
"52.93.178.129/32","52.93.178.129","52.93.178.129","AWS"
"52.93.178.130/32","52.93.178.130","52.93.178.130","AWS"
"52.93.178.131/32","52.93.178.131","52.93.178.131","AWS"
"52.93.178.132/32","52.93.178.132","52.93.178.132","AWS"
"52.93.178.133/32","52.93.178.133","52.93.178.133","AWS"
"52.93.178.134/32","52.93.178.134","52.93.178.134","AWS"
"52.93.178.135/32","52.93.178.135","52.93.178.135","AWS"
"52.93.178.136/32","52.93.178.136","52.93.178.136","AWS"
"52.93.178.137/32","52.93.178.137","52.93.178.137","AWS"
"52.93.178.138/32","52.93.178.138","52.93.178.138","AWS"
"52.93.178.139/32","52.93.178.139","52.93.178.139","AWS"
"52.93.178.140/32","52.93.178.140","52.93.178.140","AWS"
"52.93.178.141/32","52.93.178.141","52.93.178.141","AWS"
"52.93.178.142/32","52.93.178.142","52.93.178.142","AWS"
"52.93.178.143/32","52.93.178.143","52.93.178.143","AWS"
"52.93.178.144/32","52.93.178.144","52.93.178.144","AWS"
"52.93.178.145/32","52.93.178.145","52.93.178.145","AWS"
"52.93.178.146/32","52.93.178.146","52.93.178.146","AWS"
"52.93.178.147/32","52.93.178.147","52.93.178.147","AWS"
"52.93.178.148/32","52.93.178.148","52.93.178.148","AWS"
"52.93.178.149/32","52.93.178.149","52.93.178.149","AWS"
"52.93.178.150/32","52.93.178.150","52.93.178.150","AWS"
"52.93.178.151/32","52.93.178.151","52.93.178.151","AWS"
"52.93.178.152/32","52.93.178.152","52.93.178.152","AWS"
"52.93.178.153/32","52.93.178.153","52.93.178.153","AWS"
"52.93.178.154/32","52.93.178.154","52.93.178.154","AWS"
"52.93.178.155/32","52.93.178.155","52.93.178.155","AWS"
"52.93.178.156/32","52.93.178.156","52.93.178.156","AWS"
"52.93.178.157/32","52.93.178.157","52.93.178.157","AWS"
"52.93.178.158/32","52.93.178.158","52.93.178.158","AWS"
"52.93.178.159/32","52.93.178.159","52.93.178.159","AWS"
"52.93.178.160/32","52.93.178.160","52.93.178.160","AWS"
"52.93.178.161/32","52.93.178.161","52.93.178.161","AWS"
"52.93.178.162/32","52.93.178.162","52.93.178.162","AWS"
"52.93.178.163/32","52.93.178.163","52.93.178.163","AWS"
"52.93.178.164/32","52.93.178.164","52.93.178.164","AWS"
"52.93.178.165/32","52.93.178.165","52.93.178.165","AWS"
"52.93.178.166/32","52.93.178.166","52.93.178.166","AWS"
"52.93.178.167/32","52.93.178.167","52.93.178.167","AWS"
"52.93.178.168/32","52.93.178.168","52.93.178.168","AWS"
"52.93.178.169/32","52.93.178.169","52.93.178.169","AWS"
"52.93.178.170/32","52.93.178.170","52.93.178.170","AWS"
"52.93.178.171/32","52.93.178.171","52.93.178.171","AWS"
"52.93.178.172/32","52.93.178.172","52.93.178.172","AWS"
"52.93.178.173/32","52.93.178.173","52.93.178.173","AWS"
"52.93.178.174/32","52.93.178.174","52.93.178.174","AWS"
"52.93.178.175/32","52.93.178.175","52.93.178.175","AWS"
"52.93.178.176/32","52.93.178.176","52.93.178.176","AWS"
"52.93.178.177/32","52.93.178.177","52.93.178.177","AWS"
"52.93.178.178/32","52.93.178.178","52.93.178.178","AWS"
"52.93.178.179/32","52.93.178.179","52.93.178.179","AWS"
"52.93.178.180/32","52.93.178.180","52.93.178.180","AWS"
"52.93.178.181/32","52.93.178.181","52.93.178.181","AWS"
"52.93.178.182/32","52.93.178.182","52.93.178.182","AWS"
"52.93.178.183/32","52.93.178.183","52.93.178.183","AWS"
"52.93.178.184/32","52.93.178.184","52.93.178.184","AWS"
"52.93.178.185/32","52.93.178.185","52.93.178.185","AWS"
"52.93.178.186/32","52.93.178.186","52.93.178.186","AWS"
"52.93.178.187/32","52.93.178.187","52.93.178.187","AWS"
"52.93.178.188/32","52.93.178.188","52.93.178.188","AWS"
"52.93.178.189/32","52.93.178.189","52.93.178.189","AWS"
"52.93.178.190/32","52.93.178.190","52.93.178.190","AWS"
"52.93.178.191/32","52.93.178.191","52.93.178.191","AWS"
"52.93.178.192/32","52.93.178.192","52.93.178.192","AWS"
"52.93.178.193/32","52.93.178.193","52.93.178.193","AWS"
"52.93.178.194/32","52.93.178.194","52.93.178.194","AWS"
"52.93.178.195/32","52.93.178.195","52.93.178.195","AWS"
"52.93.178.196/32","52.93.178.196","52.93.178.196","AWS"
"52.93.178.197/32","52.93.178.197","52.93.178.197","AWS"
"52.93.178.198/32","52.93.178.198","52.93.178.198","AWS"
"52.93.178.199/32","52.93.178.199","52.93.178.199","AWS"
"52.93.178.200/32","52.93.178.200","52.93.178.200","AWS"
"52.93.178.201/32","52.93.178.201","52.93.178.201","AWS"
"52.93.178.202/32","52.93.178.202","52.93.178.202","AWS"
"52.93.178.203/32","52.93.178.203","52.93.178.203","AWS"
"52.93.178.204/32","52.93.178.204","52.93.178.204","AWS"
"52.93.178.205/32","52.93.178.205","52.93.178.205","AWS"
"52.93.178.206/32","52.93.178.206","52.93.178.206","AWS"
"52.93.178.207/32","52.93.178.207","52.93.178.207","AWS"
"52.93.178.208/32","52.93.178.208","52.93.178.208","AWS"
"52.93.178.209/32","52.93.178.209","52.93.178.209","AWS"
"52.93.178.210/32","52.93.178.210","52.93.178.210","AWS"
"52.93.178.211/32","52.93.178.211","52.93.178.211","AWS"
"52.93.178.212/32","52.93.178.212","52.93.178.212","AWS"
"52.93.178.213/32","52.93.178.213","52.93.178.213","AWS"
"52.93.178.214/32","52.93.178.214","52.93.178.214","AWS"
"52.93.178.215/32","52.93.178.215","52.93.178.215","AWS"
"52.93.178.216/32","52.93.178.216","52.93.178.216","AWS"
"52.93.178.217/32","52.93.178.217","52.93.178.217","AWS"
"52.93.178.218/32","52.93.178.218","52.93.178.218","AWS"
"52.93.178.219/32","52.93.178.219","52.93.178.219","AWS"
"52.93.178.220/32","52.93.178.220","52.93.178.220","AWS"
"52.93.178.221/32","52.93.178.221","52.93.178.221","AWS"
"52.93.178.222/32","52.93.178.222","52.93.178.222","AWS"
"52.93.178.223/32","52.93.178.223","52.93.178.223","AWS"
"52.93.178.224/32","52.93.178.224","52.93.178.224","AWS"
"52.93.178.225/32","52.93.178.225","52.93.178.225","AWS"
"52.93.178.226/32","52.93.178.226","52.93.178.226","AWS"
"52.93.178.227/32","52.93.178.227","52.93.178.227","AWS"
"52.93.178.228/32","52.93.178.228","52.93.178.228","AWS"
"52.93.178.229/32","52.93.178.229","52.93.178.229","AWS"
"52.93.178.230/32","52.93.178.230","52.93.178.230","AWS"
"52.93.178.231/32","52.93.178.231","52.93.178.231","AWS"
"52.93.178.232/32","52.93.178.232","52.93.178.232","AWS"
"52.93.178.233/32","52.93.178.233","52.93.178.233","AWS"
"52.93.178.234/32","52.93.178.234","52.93.178.234","AWS"
"52.93.178.235/32","52.93.178.235","52.93.178.235","AWS"
"52.93.182.128/26","52.93.182.128","52.93.182.191","AWS"
"52.93.183.64/28","52.93.183.64","52.93.183.79","AWS"
"52.93.183.80/28","52.93.183.80","52.93.183.95","AWS"
"52.93.193.192/32","52.93.193.192","52.93.193.192","AWS"
"52.93.193.193/32","52.93.193.193","52.93.193.193","AWS"
"52.93.193.194/32","52.93.193.194","52.93.193.194","AWS"
"52.93.193.195/32","52.93.193.195","52.93.193.195","AWS"
"52.93.193.196/32","52.93.193.196","52.93.193.196","AWS"
"52.93.193.197/32","52.93.193.197","52.93.193.197","AWS"
"52.93.193.198/32","52.93.193.198","52.93.193.198","AWS"
"52.93.193.199/32","52.93.193.199","52.93.193.199","AWS"
"52.93.193.200/32","52.93.193.200","52.93.193.200","AWS"
"52.93.193.201/32","52.93.193.201","52.93.193.201","AWS"
"52.93.193.202/32","52.93.193.202","52.93.193.202","AWS"
"52.93.193.203/32","52.93.193.203","52.93.193.203","AWS"
"52.93.198.0/25","52.93.198.0","52.93.198.127","AWS"
"52.93.199.24/32","52.93.199.24","52.93.199.24","AWS"
"52.93.199.25/32","52.93.199.25","52.93.199.25","AWS"
"52.93.199.26/32","52.93.199.26","52.93.199.26","AWS"
"52.93.199.27/32","52.93.199.27","52.93.199.27","AWS"
"52.93.199.28/32","52.93.199.28","52.93.199.28","AWS"
"52.93.199.29/32","52.93.199.29","52.93.199.29","AWS"
"52.93.199.30/32","52.93.199.30","52.93.199.30","AWS"
"52.93.199.31/32","52.93.199.31","52.93.199.31","AWS"
"52.93.199.32/32","52.93.199.32","52.93.199.32","AWS"
"52.93.199.33/32","52.93.199.33","52.93.199.33","AWS"
"52.93.199.34/32","52.93.199.34","52.93.199.34","AWS"
"52.93.199.35/32","52.93.199.35","52.93.199.35","AWS"
"52.93.199.36/32","52.93.199.36","52.93.199.36","AWS"
"52.93.199.37/32","52.93.199.37","52.93.199.37","AWS"
"52.93.199.38/32","52.93.199.38","52.93.199.38","AWS"
"52.93.199.39/32","52.93.199.39","52.93.199.39","AWS"
"52.93.199.40/32","52.93.199.40","52.93.199.40","AWS"
"52.93.199.41/32","52.93.199.41","52.93.199.41","AWS"
"52.93.199.42/32","52.93.199.42","52.93.199.42","AWS"
"52.93.199.43/32","52.93.199.43","52.93.199.43","AWS"
"52.93.199.44/32","52.93.199.44","52.93.199.44","AWS"
"52.93.199.45/32","52.93.199.45","52.93.199.45","AWS"
"52.93.199.46/32","52.93.199.46","52.93.199.46","AWS"
"52.93.199.47/32","52.93.199.47","52.93.199.47","AWS"
"52.93.199.88/32","52.93.199.88","52.93.199.88","AWS"
"52.93.199.89/32","52.93.199.89","52.93.199.89","AWS"
"52.93.199.90/32","52.93.199.90","52.93.199.90","AWS"
"52.93.199.91/32","52.93.199.91","52.93.199.91","AWS"
"52.93.199.92/32","52.93.199.92","52.93.199.92","AWS"
"52.93.199.93/32","52.93.199.93","52.93.199.93","AWS"
"52.93.199.94/32","52.93.199.94","52.93.199.94","AWS"
"52.93.199.95/32","52.93.199.95","52.93.199.95","AWS"
"52.93.199.96/32","52.93.199.96","52.93.199.96","AWS"
"52.93.199.97/32","52.93.199.97","52.93.199.97","AWS"
"52.93.199.98/32","52.93.199.98","52.93.199.98","AWS"
"52.93.199.99/32","52.93.199.99","52.93.199.99","AWS"
"52.93.199.100/32","52.93.199.100","52.93.199.100","AWS"
"52.93.199.101/32","52.93.199.101","52.93.199.101","AWS"
"52.93.199.102/32","52.93.199.102","52.93.199.102","AWS"
"52.93.199.103/32","52.93.199.103","52.93.199.103","AWS"
"52.93.199.104/32","52.93.199.104","52.93.199.104","AWS"
"52.93.199.105/32","52.93.199.105","52.93.199.105","AWS"
"52.93.199.106/32","52.93.199.106","52.93.199.106","AWS"
"52.93.199.107/32","52.93.199.107","52.93.199.107","AWS"
"52.93.199.108/32","52.93.199.108","52.93.199.108","AWS"
"52.93.199.109/32","52.93.199.109","52.93.199.109","AWS"
"52.93.199.110/32","52.93.199.110","52.93.199.110","AWS"
"52.93.199.111/32","52.93.199.111","52.93.199.111","AWS"
"52.93.201.80/28","52.93.201.80","52.93.201.95","AWS"
"52.93.201.96/28","52.93.201.96","52.93.201.111","AWS"
"52.93.228.160/32","52.93.228.160","52.93.228.160","AWS"
"52.93.228.161/32","52.93.228.161","52.93.228.161","AWS"
"52.93.228.162/32","52.93.228.162","52.93.228.162","AWS"
"52.93.228.163/32","52.93.228.163","52.93.228.163","AWS"
"52.93.228.164/32","52.93.228.164","52.93.228.164","AWS"
"52.93.228.165/32","52.93.228.165","52.93.228.165","AWS"
"52.93.228.166/32","52.93.228.166","52.93.228.166","AWS"
"52.93.228.167/32","52.93.228.167","52.93.228.167","AWS"
"52.93.228.192/32","52.93.228.192","52.93.228.192","AWS"
"52.93.228.193/32","52.93.228.193","52.93.228.193","AWS"
"52.93.228.194/32","52.93.228.194","52.93.228.194","AWS"
"52.93.228.195/32","52.93.228.195","52.93.228.195","AWS"
"52.93.228.196/32","52.93.228.196","52.93.228.196","AWS"
"52.93.228.197/32","52.93.228.197","52.93.228.197","AWS"
"52.93.228.198/32","52.93.228.198","52.93.228.198","AWS"
"52.93.228.199/32","52.93.228.199","52.93.228.199","AWS"
"52.93.229.64/32","52.93.229.64","52.93.229.64","AWS"
"52.93.229.65/32","52.93.229.65","52.93.229.65","AWS"
"52.93.229.66/32","52.93.229.66","52.93.229.66","AWS"
"52.93.229.67/32","52.93.229.67","52.93.229.67","AWS"
"52.93.229.68/32","52.93.229.68","52.93.229.68","AWS"
"52.93.229.69/32","52.93.229.69","52.93.229.69","AWS"
"52.93.229.70/32","52.93.229.70","52.93.229.70","AWS"
"52.93.229.71/32","52.93.229.71","52.93.229.71","AWS"
"52.93.229.96/32","52.93.229.96","52.93.229.96","AWS"
"52.93.229.97/32","52.93.229.97","52.93.229.97","AWS"
"52.93.229.98/32","52.93.229.98","52.93.229.98","AWS"
"52.93.229.99/32","52.93.229.99","52.93.229.99","AWS"
"52.93.229.100/32","52.93.229.100","52.93.229.100","AWS"
"52.93.229.101/32","52.93.229.101","52.93.229.101","AWS"
"52.93.229.102/32","52.93.229.102","52.93.229.102","AWS"
"52.93.229.103/32","52.93.229.103","52.93.229.103","AWS"
"52.93.229.128/32","52.93.229.128","52.93.229.128","AWS"
"52.93.229.129/32","52.93.229.129","52.93.229.129","AWS"
"52.93.229.130/32","52.93.229.130","52.93.229.130","AWS"
"52.93.229.131/32","52.93.229.131","52.93.229.131","AWS"
"52.93.229.132/32","52.93.229.132","52.93.229.132","AWS"
"52.93.229.133/32","52.93.229.133","52.93.229.133","AWS"
"52.93.229.134/32","52.93.229.134","52.93.229.134","AWS"
"52.93.229.135/32","52.93.229.135","52.93.229.135","AWS"
"52.93.229.148/32","52.93.229.148","52.93.229.148","AWS"
"52.93.229.149/32","52.93.229.149","52.93.229.149","AWS"
"52.93.236.0/24","52.93.236.0","52.93.236.255","AWS"
"52.93.237.0/24","52.93.237.0","52.93.237.255","AWS"
"52.93.238.0/25","52.93.238.0","52.93.238.127","AWS"
"52.93.238.128/25","52.93.238.128","52.93.238.255","AWS"
"52.93.239.0/24","52.93.239.0","52.93.239.255","AWS"
"52.93.240.0/23","52.93.240.0","52.93.241.255","AWS"
"52.93.242.0/24","52.93.242.0","52.93.242.255","AWS"
"52.93.243.0/24","52.93.243.0","52.93.243.255","AWS"
"52.93.244.0/24","52.93.244.0","52.93.244.255","AWS"
"52.93.245.0/24","52.93.245.0","52.93.245.255","AWS"
"52.93.246.216/31","52.93.246.216","52.93.246.217","AWS"
"52.93.246.218/31","52.93.246.218","52.93.246.219","AWS"
"52.93.246.220/32","52.93.246.220","52.93.246.220","AWS"
"52.93.246.221/32","52.93.246.221","52.93.246.221","AWS"
"52.93.246.222/32","52.93.246.222","52.93.246.222","AWS"
"52.93.246.223/32","52.93.246.223","52.93.246.223","AWS"
"52.93.247.0/25","52.93.247.0","52.93.247.127","AWS"
"52.93.248.0/24","52.93.248.0","52.93.248.255","AWS"
"52.93.249.0/24","52.93.249.0","52.93.249.255","AWS"
"52.93.250.0/23","52.93.250.0","52.93.251.255","AWS"
"52.93.254.0/24","52.93.254.0","52.93.254.255","AWS"
"52.93.255.0/24","52.93.255.0","52.93.255.255","AWS"
"52.94.0.0/22","52.94.0.0","52.94.3.255","AWS"
"52.94.0.0/22","52.94.0.0","52.94.3.255","AWS"
"52.94.4.0/24","52.94.4.0","52.94.4.255","AWS"
"52.94.4.0/24","52.94.4.0","52.94.4.255","AWS"
"52.94.5.0/24","52.94.5.0","52.94.5.255","AWS"
"52.94.5.0/24","52.94.5.0","52.94.5.255","AWS"
"52.94.6.0/24","52.94.6.0","52.94.6.255","AWS"
"52.94.6.0/24","52.94.6.0","52.94.6.255","AWS"
"52.94.7.0/24","52.94.7.0","52.94.7.255","AWS"
"52.94.7.0/24","52.94.7.0","52.94.7.255","AWS"
"52.94.8.0/24","52.94.8.0","52.94.8.255","AWS"
"52.94.8.0/24","52.94.8.0","52.94.8.255","AWS"
"52.94.9.0/24","52.94.9.0","52.94.9.255","AWS"
"52.94.9.0/24","52.94.9.0","52.94.9.255","AWS"
"52.94.10.0/24","52.94.10.0","52.94.10.255","AWS"
"52.94.10.0/24","52.94.10.0","52.94.10.255","AWS"
"52.94.11.0/24","52.94.11.0","52.94.11.255","AWS"
"52.94.11.0/24","52.94.11.0","52.94.11.255","AWS"
"52.94.12.0/24","52.94.12.0","52.94.12.255","AWS"
"52.94.12.0/24","52.94.12.0","52.94.12.255","AWS"
"52.94.13.0/24","52.94.13.0","52.94.13.255","AWS"
"52.94.13.0/24","52.94.13.0","52.94.13.255","AWS"
"52.94.14.0/24","52.94.14.0","52.94.14.255","AWS"
"52.94.14.0/24","52.94.14.0","52.94.14.255","AWS"
"52.94.15.0/24","52.94.15.0","52.94.15.255","AWS"
"52.94.15.0/24","52.94.15.0","52.94.15.255","AWS"
"52.94.16.0/24","52.94.16.0","52.94.16.255","AWS"
"52.94.16.0/24","52.94.16.0","52.94.16.255","AWS"
"52.94.17.0/24","52.94.17.0","52.94.17.255","AWS"
"52.94.17.0/24","52.94.17.0","52.94.17.255","AWS"
"52.94.18.0/24","52.94.18.0","52.94.18.255","AWS"
"52.94.18.0/24","52.94.18.0","52.94.18.255","AWS"
"52.94.19.0/24","52.94.19.0","52.94.19.255","AWS"
"52.94.19.0/24","52.94.19.0","52.94.19.255","AWS"
"52.94.20.0/24","52.94.20.0","52.94.20.255","AWS"
"52.94.20.0/24","52.94.20.0","52.94.20.255","AWS"
"52.94.22.0/24","52.94.22.0","52.94.22.255","AWS"
"52.94.22.0/24","52.94.22.0","52.94.22.255","AWS"
"52.94.23.0/24","52.94.23.0","52.94.23.255","AWS"
"52.94.23.0/24","52.94.23.0","52.94.23.255","AWS"
"52.94.24.0/23","52.94.24.0","52.94.25.255","AWS"
"52.94.24.0/23","52.94.24.0","52.94.25.255","AWS"
"52.94.26.0/23","52.94.26.0","52.94.27.255","AWS"
"52.94.26.0/23","52.94.26.0","52.94.27.255","AWS"
"52.94.28.0/23","52.94.28.0","52.94.29.255","AWS"
"52.94.28.0/23","52.94.28.0","52.94.29.255","AWS"
"52.94.30.0/24","52.94.30.0","52.94.30.255","AWS"
"52.94.30.0/24","52.94.30.0","52.94.30.255","AWS"
"52.94.32.0/20","52.94.32.0","52.94.47.255","AWS"
"52.94.48.0/20","52.94.48.0","52.94.63.255","AWS"
"52.94.64.0/22","52.94.64.0","52.94.67.255","AWS"
"52.94.68.0/24","52.94.68.0","52.94.68.255","AWS"
"52.94.69.0/24","52.94.69.0","52.94.69.255","AWS"
"52.94.72.0/22","52.94.72.0","52.94.75.255","AWS"
"52.94.76.0/22","52.94.76.0","52.94.79.255","AWS"
"52.94.80.0/20","52.94.80.0","52.94.95.255","AWS"
"52.94.96.0/20","52.94.96.0","52.94.111.255","AWS"
"52.94.112.0/22","52.94.112.0","52.94.115.255","AWS"
"52.94.116.0/22","52.94.116.0","52.94.119.255","AWS"
"52.94.116.0/22","52.94.116.0","52.94.119.255","AWS"
"52.94.120.0/22","52.94.120.0","52.94.123.255","AWS"
"52.94.124.0/22","52.94.124.0","52.94.127.255","AWS"
"52.94.128.0/22","52.94.128.0","52.94.131.255","AWS"
"52.94.132.0/22","52.94.132.0","52.94.135.255","AWS"
"52.94.136.0/21","52.94.136.0","52.94.143.255","AWS"
"52.94.144.0/23","52.94.144.0","52.94.145.255","AWS"
"52.94.144.0/23","52.94.144.0","52.94.145.255","AWS"
"52.94.146.0/24","52.94.146.0","52.94.146.255","AWS"
"52.94.146.0/24","52.94.146.0","52.94.146.255","AWS"
"52.94.148.0/22","52.94.148.0","52.94.151.255","AWS"
